"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","age_interval"
0.557481230723943,0.318899694404996,0.084,0.07,1,"ZNF784","ExcitatoryNeuron","60-70"
0.559986991628094,-0.917359977524895,0.062,0.073,1,"TRW-CCA4-1","ExcitatoryNeuron","60-70"
0.56940214916441,-0.329589921991218,0.053,0.064,1,"CT45A8","ExcitatoryNeuron","60-70"
0.569576292033998,0.348892545762544,0.207,0.192,1,"MAGEB18","ExcitatoryNeuron","60-70"
0.5696994058407,-0.262805140999376,0.128,0.111,1,"SAFB2","ExcitatoryNeuron","60-70"
0.571469453151219,0.267407856994534,0.106,0.09,1,"MAB21L2","ExcitatoryNeuron","60-70"
0.573550381300621,0.902241271055419,0.088,0.105,1,"VAX1","ExcitatoryNeuron","60-70"
0.576293715181859,-1.66072154166165,0.053,0.064,1,"CYCSP48","ExcitatoryNeuron","60-70"
0.580012683848558,-0.305366877616287,0.242,0.262,1,"FADD","ExcitatoryNeuron","60-70"
0.582475620836873,1.10185856349244,0.119,0.105,1,"TRW-CCA1-1","ExcitatoryNeuron","60-70"
0.587474249182095,-0.692527505388719,0.062,0.073,1,"MIR6811","ExcitatoryNeuron","60-70"
0.593709816163593,-0.360813756563851,0.057,0.047,1,"CTF1","ExcitatoryNeuron","60-70"
0.596289971451205,0.537741352686449,0.128,0.114,1,"CENPN","ExcitatoryNeuron","60-70"
0.597322552380309,-1.71140438778253,0.062,0.073,1,"DLGAP2","ExcitatoryNeuron","60-70"
0.597867255039888,-0.456654697330366,0.048,0.058,1,"RNU6-117P","ExcitatoryNeuron","60-70"
0.598519144993585,0.658666724062016,0.066,0.055,1,"RNU6-843P","ExcitatoryNeuron","60-70"
0.599656465890131,1.5959634734092,0.084,0.099,1,"PCSEAT","ExcitatoryNeuron","60-70"
0.603363381966924,0.724887839169385,0.053,0.064,1,"TINCR","ExcitatoryNeuron","60-70"
0.60908426893398,-1.53296978593832,0.057,0.067,1,"ARL4AP3","ExcitatoryNeuron","60-70"
0.611146139584919,-2.94142891313701,0.044,0.052,1,"HNRNPDLP2","ExcitatoryNeuron","60-70"
0.611623810278652,0.167456424286247,0.172,0.155,1,"OR13C6P","ExcitatoryNeuron","60-70"
