"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","sig_threshold"
0.44655889150834,0.135134598402101,0.058,0.05,1,"TRE-TTC4-2","ExcitatoryNeuron",FALSE
0.463507998478055,-0.269583586662518,0.133,0.122,1,"SNRPFP4","ExcitatoryNeuron",FALSE
0.467523077300138,-0.324462351212732,0.05,0.043,1,"FOXD4L1","ExcitatoryNeuron",FALSE
0.467543309182573,-0.951059431580215,0.072,0.081,1,"CDC14C","ExcitatoryNeuron",FALSE
0.468327290458329,-0.305090882030101,0.061,0.053,1,"ETFDH","ExcitatoryNeuron",FALSE
0.47094908615526,1.02584921890934,0.055,0.048,1,"TRL-TAG1-1","ExcitatoryNeuron",FALSE
0.478606572776003,0.668148967640055,0.091,0.102,1,"IQGAP2","ExcitatoryNeuron",FALSE
0.479946013187035,0.328109531203994,0.071,0.063,1,"PHB1P3","ExcitatoryNeuron",FALSE
0.48010281995178,0.461559289438301,0.094,0.084,1,"MIR6833","ExcitatoryNeuron",FALSE
0.480629479947271,1.15403048214274,0.061,0.054,1,"DENND1C","ExcitatoryNeuron",FALSE
0.483288874791479,-0.170062627573928,0.09,0.081,1,"ARHGAP12","ExcitatoryNeuron",FALSE
0.487193634667616,0.233551195405947,0.102,0.093,1,"BCL6-AS1","ExcitatoryNeuron",FALSE
0.491356884241201,0.557583153391676,0.072,0.065,1,"RN7SL659P","ExcitatoryNeuron",FALSE
0.493480577224808,0.180712393183218,0.052,0.059,1,"TRE-CTC3-1","ExcitatoryNeuron",FALSE
0.495656315977424,0.201916761560858,0.101,0.092,1,"PYCARD-AS1","ExcitatoryNeuron",FALSE
0.509226362449936,0.421047512814447,0.05,0.057,1,"CNN2P8","ExcitatoryNeuron",FALSE
0.512033429174471,-0.178742367589858,0.091,0.1,1,"CROCCP5","ExcitatoryNeuron",FALSE
0.51247450751226,-0.225703866213227,0.16,0.151,1,"VEGFD","ExcitatoryNeuron",FALSE
0.512900288641139,0.272598683477641,0.074,0.083,1,"RNA5SP59","ExcitatoryNeuron",FALSE
0.517620004005182,-0.397253050661026,0.098,0.106,1,"TEX28P1","ExcitatoryNeuron",FALSE
0.524283212988033,-0.193232812641828,0.084,0.075,1,"ALKBH3-AS1","ExcitatoryNeuron",FALSE
0.52923925877918,0.113658569379302,0.085,0.077,1,"TRW-CCA4-1","ExcitatoryNeuron",FALSE
0.534578151971287,0.257290649557048,0.374,0.362,1,"OR6C2","ExcitatoryNeuron",FALSE
0.538401780465223,-0.520680271041381,0.148,0.158,1,"RN7SL606P","ExcitatoryNeuron",FALSE
0.540827195032583,-0.883289515661729,0.06,0.066,1,"RNU4-47P","ExcitatoryNeuron",FALSE
0.547694394385469,-0.228160884020888,0.222,0.234,1,"OSBPL9","ExcitatoryNeuron",FALSE
0.548677430385183,0.258260046748962,0.096,0.087,1,"RNU2-24P","ExcitatoryNeuron",FALSE
0.549115515874067,-0.518326562507384,0.054,0.048,1,"FAM163A","ExcitatoryNeuron",FALSE
0.550100464840427,0.110022758561536,0.081,0.088,1,"MRPS18BP1","ExcitatoryNeuron",FALSE
0.552553559150676,1.38642268612118,0.052,0.059,1,"MIR4525","ExcitatoryNeuron",FALSE
0.554547062031397,-0.568326583526546,0.101,0.109,1,"MT-ND4L","ExcitatoryNeuron",FALSE
0.555933393843048,0.627339918536225,0.07,0.063,1,"RNU6-913P","ExcitatoryNeuron",FALSE
0.556716235856305,0.432185631654408,0.196,0.189,1,"MT-ND4","ExcitatoryNeuron",FALSE
0.561133336250486,0.903529400423663,0.071,0.065,1,"C2orf69P2","ExcitatoryNeuron",FALSE
0.562270312920881,-0.27266535647811,0.21,0.196,1,"RPL31P9","ExcitatoryNeuron",FALSE
0.563076564367591,-0.13841583310788,0.053,0.059,1,"PSMD3","ExcitatoryNeuron",FALSE
0.569276578286574,0.992435796525502,0.069,0.063,1,"RNU6-430P","ExcitatoryNeuron",FALSE
0.584447009203684,0.494100000255681,0.109,0.104,1,"RWDD4P1","ExcitatoryNeuron",FALSE
